member_id,member_class,source_member_id,storey_id,from_level,to_level,support_i,support_j,node_i,node_j,geometric_length_m,section_i_cm,section_j_cm,section_cm,section_evidence_i,section_evidence_j,section_evidence,topology_evidence,source_ledger,source_record_class,connectivity_evidence,validation_state,usage_rule,note
M0G-M-COL-019,COLUMN_SEGMENT,COL-019,G1-G2,G1,G2,19,19,M0G-C-G1-19,M0G-C-G2-19,3.2000,40x50,40x45,,DOC,DOC,SECTION_CHANGE_AT_LEVEL_BOUNDARY,DOC_CONTINUITY_G1_G4,data/canonical/VERTICAL_COLUMN_SEGMENTS_CURRENT_v1.csv,VERTICAL_COLUMN_SEGMENT,DOC_CONTINUITY_PLUS_INF_CORE_NODE_BINDING,CURRENT,ORDINARY_STRUCTURAL_MEMBER,Endpoint sections retained separately; no interpolation or cross-storey section copy.
M0G-M-COL-020,COLUMN_SEGMENT,COL-020,G1-G2,G1,G2,20,20,M0G-C-G1-20,M0G-C-G2-20,3.2000,50x40,45x40,,DOC,DOC,SECTION_CHANGE_AT_LEVEL_BOUNDARY,DOC_CONTINUITY_G1_G4,data/canonical/VERTICAL_COLUMN_SEGMENTS_CURRENT_v1.csv,VERTICAL_COLUMN_SEGMENT,DOC_CONTINUITY_PLUS_INF_CORE_NODE_BINDING,CURRENT,ORDINARY_STRUCTURAL_MEMBER,Endpoint sections retained separately; no interpolation or cross-storey section copy.
M0G-M-COL-021,COLUMN_SEGMENT,COL-021,G1-G2,G1,G2,21,21,M0G-C-G1-21,M0G-C-G2-21,3.2000,40x50,35x50,,DOC,DOC,SECTION_CHANGE_AT_LEVEL_BOUNDARY,DOC_CONTINUITY_G1_G4,data/canonical/VERTICAL_COLUMN_SEGMENTS_CURRENT_v1.csv,VERTICAL_COLUMN_SEGMENT,DOC_CONTINUITY_PLUS_INF_CORE_NODE_BINDING,CURRENT,ORDINARY_STRUCTURAL_MEMBER,Endpoint sections retained separately; no interpolation or cross-storey section copy.
M0G-M-COL-022,COLUMN_SEGMENT,COL-022,G1-G2,G1,G2,22,22,M0G-C-G1-22,M0G-C-G2-22,3.2000,50x40,35x50,,DOC,DOC,SECTION_CHANGE_AT_LEVEL_BOUNDARY,DOC_CONTINUITY_G1_G4,data/canonical/VERTICAL_COLUMN_SEGMENTS_CURRENT_v1.csv,VERTICAL_COLUMN_SEGMENT,DOC_CONTINUITY_PLUS_INF_CORE_NODE_BINDING,CURRENT,ORDINARY_STRUCTURAL_MEMBER,Endpoint sections retained separately; no interpolation or cross-storey section copy.
M0G-M-COL-023,COLUMN_SEGMENT,COL-023,G1-G2,G1,G2,22',22',M0G-C-G1-22PRIME,M0G-C-G2-22PRIME,3.2000,50x40,45x40,,DOC,DOC,SECTION_CHANGE_AT_LEVEL_BOUNDARY,DOC_CONTINUITY_G1_G4,data/canonical/VERTICAL_COLUMN_SEGMENTS_CURRENT_v1.csv,VERTICAL_COLUMN_SEGMENT,DOC_CONTINUITY_PLUS_INF_CORE_NODE_BINDING,CURRENT,ORDINARY_STRUCTURAL_MEMBER,Endpoint sections retained separately; no interpolation or cross-storey section copy.
M0G-M-COL-024,COLUMN_SEGMENT,COL-024,G1-G2,G1,G2,23,23,M0G-C-G1-23,M0G-C-G2-23,3.2000,30x110,30x110,,DOC,DOC,UNCHANGED,DOC_CONTINUITY_G1_G4,data/canonical/VERTICAL_COLUMN_SEGMENTS_CURRENT_v1.csv,VERTICAL_COLUMN_SEGMENT,DOC_CONTINUITY_PLUS_INF_CORE_NODE_BINDING,CURRENT,ORDINARY_STRUCTURAL_MEMBER,Endpoint sections retained separately; no interpolation or cross-storey section copy.
M0G-M-COL-025,COLUMN_SEGMENT,COL-025,G1-G2,G1,G2,24,24,M0G-C-G1-24,M0G-C-G2-24,3.2000,40x50,40x45,,DOC,DOC,SECTION_CHANGE_AT_LEVEL_BOUNDARY,DOC_CONTINUITY_G1_G4,data/canonical/VERTICAL_COLUMN_SEGMENTS_CURRENT_v1.csv,VERTICAL_COLUMN_SEGMENT,DOC_CONTINUITY_PLUS_INF_CORE_NODE_BINDING,CURRENT,ORDINARY_STRUCTURAL_MEMBER,Endpoint sections retained separately; no interpolation or cross-storey section copy.
M0G-M-COL-026,COLUMN_SEGMENT,COL-026,G1-G2,G1,G2,25,25,M0G-C-G1-25,M0G-C-G2-25,3.2000,50x40,40x45,,DOC,DOC,SECTION_CHANGE_AT_LEVEL_BOUNDARY,DOC_CONTINUITY_G1_G4,data/canonical/VERTICAL_COLUMN_SEGMENTS_CURRENT_v1.csv,VERTICAL_COLUMN_SEGMENT,DOC_CONTINUITY_PLUS_INF_CORE_NODE_BINDING,CURRENT,ORDINARY_STRUCTURAL_MEMBER,Endpoint sections retained separately; no interpolation or cross-storey section copy.
M0G-M-COL-027,COLUMN_SEGMENT,COL-027,G1-G2,G1,G2,26,26,M0G-C-G1-26,M0G-C-G2-26,3.2000,50x40,35x50,,DOC,DOC,SECTION_CHANGE_AT_LEVEL_BOUNDARY,DOC_CONTINUITY_G1_G4,data/canonical/VERTICAL_COLUMN_SEGMENTS_CURRENT_v1.csv,VERTICAL_COLUMN_SEGMENT,DOC_CONTINUITY_PLUS_INF_CORE_NODE_BINDING,CURRENT,ORDINARY_STRUCTURAL_MEMBER,Endpoint sections retained separately; no interpolation or cross-storey section copy.
M0G-M-COL-028,COLUMN_SEGMENT,COL-028,G1-G2,G1,G2,27,27,M0G-C-G1-27,M0G-C-G2-27,3.2000,50x40,40x45,,DOC,DOC,SECTION_CHANGE_AT_LEVEL_BOUNDARY,DOC_CONTINUITY_G1_G4,data/canonical/VERTICAL_COLUMN_SEGMENTS_CURRENT_v1.csv,VERTICAL_COLUMN_SEGMENT,DOC_CONTINUITY_PLUS_INF_CORE_NODE_BINDING,CURRENT,ORDINARY_STRUCTURAL_MEMBER,Endpoint sections retained separately; no interpolation or cross-storey section copy.
M0G-M-COL-029,COLUMN_SEGMENT,COL-029,G1-G2,G1,G2,28,28,M0G-C-G1-28,M0G-C-G2-28,3.2000,50x40,40x45,,DOC,DOC,SECTION_CHANGE_AT_LEVEL_BOUNDARY,DOC_CONTINUITY_G1_G4,data/canonical/VERTICAL_COLUMN_SEGMENTS_CURRENT_v1.csv,VERTICAL_COLUMN_SEGMENT,DOC_CONTINUITY_PLUS_INF_CORE_NODE_BINDING,CURRENT,ORDINARY_STRUCTURAL_MEMBER,Endpoint sections retained separately; no interpolation or cross-storey section copy.
M0G-M-COL-030,COLUMN_SEGMENT,COL-030,G1-G2,G1,G2,29,29,M0G-C-G1-29,M0G-C-G2-29,3.2000,50x40,35x50,,DOC,DOC,SECTION_CHANGE_AT_LEVEL_BOUNDARY,DOC_CONTINUITY_G1_G4,data/canonical/VERTICAL_COLUMN_SEGMENTS_CURRENT_v1.csv,VERTICAL_COLUMN_SEGMENT,DOC_CONTINUITY_PLUS_INF_CORE_NODE_BINDING,CURRENT,ORDINARY_STRUCTURAL_MEMBER,Endpoint sections retained separately; no interpolation or cross-storey section copy.
M0G-M-COL-031,COLUMN_SEGMENT,COL-031,G1-G2,G1,G2,30,30,M0G-C-G1-30,M0G-C-G2-30,3.2000,30x110,110x30,,DOC,DOC,SECTION_CHANGE_AT_LEVEL_BOUNDARY,DOC_CONTINUITY_G1_G4,data/canonical/VERTICAL_COLUMN_SEGMENTS_CURRENT_v1.csv,VERTICAL_COLUMN_SEGMENT,DOC_CONTINUITY_PLUS_INF_CORE_NODE_BINDING,CURRENT,ORDINARY_STRUCTURAL_MEMBER,Endpoint sections retained separately; no interpolation or cross-storey section copy.
M0G-M-COL-032,COLUMN_SEGMENT,COL-032,G1-G2,G1,G2,31,31,M0G-C-G1-31,M0G-C-G2-31,3.2000,50x40,40x45,,DOC,DOC,SECTION_CHANGE_AT_LEVEL_BOUNDARY,DOC_CONTINUITY_G1_G4,data/canonical/VERTICAL_COLUMN_SEGMENTS_CURRENT_v1.csv,VERTICAL_COLUMN_SEGMENT,DOC_CONTINUITY_PLUS_INF_CORE_NODE_BINDING,CURRENT,ORDINARY_STRUCTURAL_MEMBER,Endpoint sections retained separately; no interpolation or cross-storey section copy.
M0G-M-COL-033,COLUMN_SEGMENT,COL-033,G1-G2,G1,G2,32,32,M0G-C-G1-32,M0G-C-G2-32,3.2000,40x50,45x40,,DOC,DOC,SECTION_CHANGE_AT_LEVEL_BOUNDARY,DOC_CONTINUITY_G1_G4,data/canonical/VERTICAL_COLUMN_SEGMENTS_CURRENT_v1.csv,VERTICAL_COLUMN_SEGMENT,DOC_CONTINUITY_PLUS_INF_CORE_NODE_BINDING,CURRENT,ORDINARY_STRUCTURAL_MEMBER,Endpoint sections retained separately; no interpolation or cross-storey section copy.
M0G-M-COL-034,COLUMN_SEGMENT,COL-034,G1-G2,G1,G2,33,33,M0G-C-G1-33,M0G-C-G2-33,3.2000,40x50,40x45,,DOC,DOC,SECTION_CHANGE_AT_LEVEL_BOUNDARY,DOC_CONTINUITY_G1_G4,data/canonical/VERTICAL_COLUMN_SEGMENTS_CURRENT_v1.csv,VERTICAL_COLUMN_SEGMENT,DOC_CONTINUITY_PLUS_INF_CORE_NODE_BINDING,CURRENT,ORDINARY_STRUCTURAL_MEMBER,Endpoint sections retained separately; no interpolation or cross-storey section copy.
M0G-M-COL-035,COLUMN_SEGMENT,COL-035,G2-G3,G2,G3,1,1,M0G-C-G2-1,M0G-C-G3-1,3.2000,40x45,40x40,,DOC,DOC,SECTION_CHANGE_AT_LEVEL_BOUNDARY,DOC_CONTINUITY_G1_G4,data/canonical/VERTICAL_COLUMN_SEGMENTS_CURRENT_v1.csv,VERTICAL_COLUMN_SEGMENT,DOC_CONTINUITY_PLUS_INF_CORE_NODE_BINDING,CURRENT,ORDINARY_STRUCTURAL_MEMBER,Endpoint sections retained separately; no interpolation or cross-storey section copy.
M0G-M-COL-036,COLUMN_SEGMENT,COL-036,G2-G3,G2,G3,2,2,M0G-C-G2-2,M0G-C-G3-2,3.2000,45x40,40x40,,DOC,DOC,SECTION_CHANGE_AT_LEVEL_BOUNDARY,DOC_CONTINUITY_G1_G4,data/canonical/VERTICAL_COLUMN_SEGMENTS_CURRENT_v1.csv,VERTICAL_COLUMN_SEGMENT,DOC_CONTINUITY_PLUS_INF_CORE_NODE_BINDING,CURRENT,ORDINARY_STRUCTURAL_MEMBER,Endpoint sections retained separately; no interpolation or cross-storey section copy.
M0G-M-COL-037,COLUMN_SEGMENT,COL-037,G2-G3,G2,G3,3,3,M0G-C-G2-3,M0G-C-G3-3,3.2000,45x40,40x40,,DOC,DOC,SECTION_CHANGE_AT_LEVEL_BOUNDARY,DOC_CONTINUITY_G1_G4,data/canonical/VERTICAL_COLUMN_SEGMENTS_CURRENT_v1.csv,VERTICAL_COLUMN_SEGMENT,DOC_CONTINUITY_PLUS_INF_CORE_NODE_BINDING,CURRENT,ORDINARY_STRUCTURAL_MEMBER,Endpoint sections retained separately; no interpolation or cross-storey section copy.
M0G-M-COL-038,COLUMN_SEGMENT,COL-038,G2-G3,G2,G3,4,4,M0G-C-G2-4,M0G-C-G3-4,3.2000,40x45,40x40,,DOC,DOC,SECTION_CHANGE_AT_LEVEL_BOUNDARY,DOC_CONTINUITY_G1_G4,data/canonical/VERTICAL_COLUMN_SEGMENTS_CURRENT_v1.csv,VERTICAL_COLUMN_SEGMENT,DOC_CONTINUITY_PLUS_INF_CORE_NODE_BINDING,CURRENT,ORDINARY_STRUCTURAL_MEMBER,Endpoint sections retained separately; no interpolation or cross-storey section copy.
M0G-M-COL-039,COLUMN_SEGMENT,COL-039,G2-G3,G2,G3,5,5,M0G-C-G2-5,M0G-C-G3-5,3.2000,40x45,40x40,,DOC,DOC,SECTION_CHANGE_AT_LEVEL_BOUNDARY,DOC_CONTINUITY_G1_G4,data/canonical/VERTICAL_COLUMN_SEGMENTS_CURRENT_v1.csv,VERTICAL_COLUMN_SEGMENT,DOC_CONTINUITY_PLUS_INF_CORE_NODE_BINDING,CURRENT,ORDINARY_STRUCTURAL_MEMBER,Endpoint sections retained separately; no interpolation or cross-storey section copy.
M0G-M-COL-040,COLUMN_SEGMENT,COL-040,G2-G3,G2,G3,6,6,M0G-C-G2-6,M0G-C-G3-6,3.2000,45x40,40x40,,DOC,DOC,SECTION_CHANGE_AT_LEVEL_BOUNDARY,DOC_CONTINUITY_G1_G4,data/canonical/VERTICAL_COLUMN_SEGMENTS_CURRENT_v1.csv,VERTICAL_COLUMN_SEGMENT,DOC_CONTINUITY_PLUS_INF_CORE_NODE_BINDING,CURRENT,ORDINARY_STRUCTURAL_MEMBER,Endpoint sections retained separately; no interpolation or cross-storey section copy.
M0G-M-COL-041,COLUMN_SEGMENT,COL-041,G2-G3,G2,G3,7,7,M0G-C-G2-7,M0G-C-G3-7,3.2000,45x40,40x40,,DOC,DOC,SECTION_CHANGE_AT_LEVEL_BOUNDARY,DOC_CONTINUITY_G1_G4,data/canonical/VERTICAL_COLUMN_SEGMENTS_CURRENT_v1.csv,VERTICAL_COLUMN_SEGMENT,DOC_CONTINUITY_PLUS_INF_CORE_NODE_BINDING,CURRENT,ORDINARY_STRUCTURAL_MEMBER,Endpoint sections retained separately; no interpolation or cross-storey section copy.
M0G-M-COL-042,COLUMN_SEGMENT,COL-042,G2-G3,G2,G3,8,8,M0G-C-G2-8,M0G-C-G3-8,3.2000,40x45,40x40,,DOC,DOC,SECTION_CHANGE_AT_LEVEL_BOUNDARY,DOC_CONTINUITY_G1_G4,data/canonical/VERTICAL_COLUMN_SEGMENTS_CURRENT_v1.csv,VERTICAL_COLUMN_SEGMENT,DOC_CONTINUITY_PLUS_INF_CORE_NODE_BINDING,CURRENT,ORDINARY_STRUCTURAL_MEMBER,Endpoint sections retained separately; no interpolation or cross-storey section copy.
M0G-M-COL-043,COLUMN_SEGMENT,COL-043,G2-G3,G2,G3,9,9,M0G-C-G2-9,M0G-C-G3-9,3.2000,40x45,40x40,,DOC,DOC,SECTION_CHANGE_AT_LEVEL_BOUNDARY,DOC_CONTINUITY_G1_G4,data/canonical/VERTICAL_COLUMN_SEGMENTS_CURRENT_v1.csv,VERTICAL_COLUMN_SEGMENT,DOC_CONTINUITY_PLUS_INF_CORE_NODE_BINDING,CURRENT,ORDINARY_STRUCTURAL_MEMBER,Endpoint sections retained separately; no interpolation or cross-storey section copy.
M0G-M-COL-044,COLUMN_SEGMENT,COL-044,G2-G3,G2,G3,10,10,M0G-C-G2-10,M0G-C-G3-10,3.2000,50x35,50x30,,DOC,DOC,SECTION_CHANGE_AT_LEVEL_BOUNDARY,DOC_CONTINUITY_G1_G4,data/canonical/VERTICAL_COLUMN_SEGMENTS_CURRENT_v1.csv,VERTICAL_COLUMN_SEGMENT,DOC_CONTINUITY_PLUS_INF_CORE_NODE_BINDING,CURRENT,ORDINARY_STRUCTURAL_MEMBER,Endpoint sections retained separately; no interpolation or cross-storey section copy.
M0G-M-COL-045,COLUMN_SEGMENT,COL-045,G2-G3,G2,G3,11,11,M0G-C-G2-11,M0G-C-G3-11,3.2000,50x35,50x30,,DOC,DOC,SECTION_CHANGE_AT_LEVEL_BOUNDARY,DOC_CONTINUITY_G1_G4,data/canonical/VERTICAL_COLUMN_SEGMENTS_CURRENT_v1.csv,VERTICAL_COLUMN_SEGMENT,DOC_CONTINUITY_PLUS_INF_CORE_NODE_BINDING,CURRENT,ORDINARY_STRUCTURAL_MEMBER,Endpoint sections retained separately; no interpolation or cross-storey section copy.
M0G-M-COL-046,COLUMN_SEGMENT,COL-046,G2-G3,G2,G3,12,12,M0G-C-G2-12,M0G-C-G3-12,3.2000,35x50,30x50,,DOC,DOC,SECTION_CHANGE_AT_LEVEL_BOUNDARY,DOC_CONTINUITY_G1_G4,data/canonical/VERTICAL_COLUMN_SEGMENTS_CURRENT_v1.csv,VERTICAL_COLUMN_SEGMENT,DOC_CONTINUITY_PLUS_INF_CORE_NODE_BINDING,CURRENT,ORDINARY_STRUCTURAL_MEMBER,Endpoint sections retained separately; no interpolation or cross-storey section copy.
M0G-M-COL-047,COLUMN_SEGMENT,COL-047,G2-G3,G2,G3,13,13,M0G-C-G2-13,M0G-C-G3-13,3.2000,50x35,50x30,,DOC,DOC,SECTION_CHANGE_AT_LEVEL_BOUNDARY,DOC_CONTINUITY_G1_G4,data/canonical/VERTICAL_COLUMN_SEGMENTS_CURRENT_v1.csv,VERTICAL_COLUMN_SEGMENT,DOC_CONTINUITY_PLUS_INF_CORE_NODE_BINDING,CURRENT,ORDINARY_STRUCTURAL_MEMBER,Endpoint sections retained separately; no interpolation or cross-storey section copy.
M0G-M-COL-048,COLUMN_SEGMENT,COL-048,G2-G3,G2,G3,14,14,M0G-C-G2-14,M0G-C-G3-14,3.2000,50x35,50x30,,DOC,DOC,SECTION_CHANGE_AT_LEVEL_BOUNDARY,DOC_CONTINUITY_G1_G4,data/canonical/VERTICAL_COLUMN_SEGMENTS_CURRENT_v1.csv,VERTICAL_COLUMN_SEGMENT,DOC_CONTINUITY_PLUS_INF_CORE_NODE_BINDING,CURRENT,ORDINARY_STRUCTURAL_MEMBER,Endpoint sections retained separately; no interpolation or cross-storey section copy.
M0G-M-COL-049,COLUMN_SEGMENT,COL-049,G2-G3,G2,G3,15,15,M0G-C-G2-15,M0G-C-G3-15,3.2000,50x35,50x30,,DOC,DOC,SECTION_CHANGE_AT_LEVEL_BOUNDARY,DOC_CONTINUITY_G1_G4,data/canonical/VERTICAL_COLUMN_SEGMENTS_CURRENT_v1.csv,VERTICAL_COLUMN_SEGMENT,DOC_CONTINUITY_PLUS_INF_CORE_NODE_BINDING,CURRENT,ORDINARY_STRUCTURAL_MEMBER,Endpoint sections retained separately; no interpolation or cross-storey section copy.
M0G-M-COL-050,COLUMN_SEGMENT,COL-050,G2-G3,G2,G3,16,16,M0G-C-G2-16,M0G-C-G3-16,3.2000,40x45,40x40,,DOC,DOC,SECTION_CHANGE_AT_LEVEL_BOUNDARY,DOC_CONTINUITY_G1_G4,data/canonical/VERTICAL_COLUMN_SEGMENTS_CURRENT_v1.csv,VERTICAL_COLUMN_SEGMENT,DOC_CONTINUITY_PLUS_INF_CORE_NODE_BINDING,CURRENT,ORDINARY_STRUCTURAL_MEMBER,Endpoint sections retained separately; no interpolation or cross-storey section copy.
M0G-M-COL-051,COLUMN_SEGMENT,COL-051,G2-G3,G2,G3,17,17,M0G-C-G2-17,M0G-C-G3-17,3.2000,40x45,40x40,,DOC,DOC,SECTION_CHANGE_AT_LEVEL_BOUNDARY,DOC_CONTINUITY_G1_G4,data/canonical/VERTICAL_COLUMN_SEGMENTS_CURRENT_v1.csv,VERTICAL_COLUMN_SEGMENT,DOC_CONTINUITY_PLUS_INF_CORE_NODE_BINDING,CURRENT,ORDINARY_STRUCTURAL_MEMBER,Endpoint sections retained separately; no interpolation or cross-storey section copy.
M0G-M-COL-052,COLUMN_SEGMENT,COL-052,G2-G3,G2,G3,18,18,M0G-C-G2-18,M0G-C-G3-18,3.2000,30x110,30x110,,DOC,MIS,UNCHANGED,DOC_CONTINUITY_G1_G4,data/canonical/VERTICAL_COLUMN_SEGMENTS_CURRENT_v1.csv,VERTICAL_COLUMN_SEGMENT,DOC_CONTINUITY_PLUS_INF_CORE_NODE_BINDING,CURRENT_WITH_SECTION_WATCH,ORDINARY_STRUCTURAL_MEMBER,Endpoint sections retained separately; no interpolation or cross-storey section copy.
M0G-M-COL-053,COLUMN_SEGMENT,COL-053,G2-G3,G2,G3,19,19,M0G-C-G2-19,M0G-C-G3-19,3.2000,40x45,40x40,,DOC,DOC,SECTION_CHANGE_AT_LEVEL_BOUNDARY,DOC_CONTINUITY_G1_G4,data/canonical/VERTICAL_COLUMN_SEGMENTS_CURRENT_v1.csv,VERTICAL_COLUMN_SEGMENT,DOC_CONTINUITY_PLUS_INF_CORE_NODE_BINDING,CURRENT,ORDINARY_STRUCTURAL_MEMBER,Endpoint sections retained separately; no interpolation or cross-storey section copy.
M0G-M-COL-054,COLUMN_SEGMENT,COL-054,G2-G3,G2,G3,20,20,M0G-C-G2-20,M0G-C-G3-20,3.2000,45x40,50x30,,DOC,DOC,SECTION_CHANGE_AT_LEVEL_BOUNDARY,DOC_CONTINUITY_G1_G4,data/canonical/VERTICAL_COLUMN_SEGMENTS_CURRENT_v1.csv,VERTICAL_COLUMN_SEGMENT,DOC_CONTINUITY_PLUS_INF_CORE_NODE_BINDING,CURRENT,ORDINARY_STRUCTURAL_MEMBER,Endpoint sections retained separately; no interpolation or cross-storey section copy.
M0G-M-COL-055,COLUMN_SEGMENT,COL-055,G2-G3,G2,G3,21,21,M0G-C-G2-21,M0G-C-G3-21,3.2000,35x50,30x50,,DOC,MIS,SECTION_CHANGE_AT_LEVEL_BOUNDARY,DOC_CONTINUITY_G1_G4,data/canonical/VERTICAL_COLUMN_SEGMENTS_CURRENT_v1.csv,VERTICAL_COLUMN_SEGMENT,DOC_CONTINUITY_PLUS_INF_CORE_NODE_BINDING,CURRENT_WITH_SECTION_WATCH,ORDINARY_STRUCTURAL_MEMBER,Endpoint sections retained separately; no interpolation or cross-storey section copy.
M0G-M-COL-056,COLUMN_SEGMENT,COL-056,G2-G3,G2,G3,22,22,M0G-C-G2-22,M0G-C-G3-22,3.2000,35x50,30x50,,DOC,DOC,SECTION_CHANGE_AT_LEVEL_BOUNDARY,DOC_CONTINUITY_G1_G4,data/canonical/VERTICAL_COLUMN_SEGMENTS_CURRENT_v1.csv,VERTICAL_COLUMN_SEGMENT,DOC_CONTINUITY_PLUS_INF_CORE_NODE_BINDING,CURRENT,ORDINARY_STRUCTURAL_MEMBER,Endpoint sections retained separately; no interpolation or cross-storey section copy.
M0G-M-COL-057,COLUMN_SEGMENT,COL-057,G2-G3,G2,G3,22',22',M0G-C-G2-22PRIME,M0G-C-G3-22PRIME,3.2000,45x40,40x40,,DOC,DOC,SECTION_CHANGE_AT_LEVEL_BOUNDARY,DOC_CONTINUITY_G1_G4,data/canonical/VERTICAL_COLUMN_SEGMENTS_CURRENT_v1.csv,VERTICAL_COLUMN_SEGMENT,DOC_CONTINUITY_PLUS_INF_CORE_NODE_BINDING,CURRENT,ORDINARY_STRUCTURAL_MEMBER,Endpoint sections retained separately; no interpolation or cross-storey section copy.
M0G-M-COL-058,COLUMN_SEGMENT,COL-058,G2-G3,G2,G3,23,23,M0G-C-G2-23,M0G-C-G3-23,3.2000,30x110,30x110,,DOC,DOC,UNCHANGED,DOC_CONTINUITY_G1_G4,data/canonical/VERTICAL_COLUMN_SEGMENTS_CURRENT_v1.csv,VERTICAL_COLUMN_SEGMENT,DOC_CONTINUITY_PLUS_INF_CORE_NODE_BINDING,CURRENT,ORDINARY_STRUCTURAL_MEMBER,Endpoint sections retained separately; no interpolation or cross-storey section copy.
M0G-M-COL-059,COLUMN_SEGMENT,COL-059,G2-G3,G2,G3,24,24,M0G-C-G2-24,M0G-C-G3-24,3.2000,40x45,40x40,,DOC,DOC,SECTION_CHANGE_AT_LEVEL_BOUNDARY,DOC_CONTINUITY_G1_G4,data/canonical/VERTICAL_COLUMN_SEGMENTS_CURRENT_v1.csv,VERTICAL_COLUMN_SEGMENT,DOC_CONTINUITY_PLUS_INF_CORE_NODE_BINDING,CURRENT,ORDINARY_STRUCTURAL_MEMBER,Endpoint sections retained separately; no interpolation or cross-storey section copy.
M0G-M-COL-060,COLUMN_SEGMENT,COL-060,G2-G3,G2,G3,25,25,M0G-C-G2-25,M0G-C-G3-25,3.2000,40x45,40x40,,DOC,DOC,SECTION_CHANGE_AT_LEVEL_BOUNDARY,DOC_CONTINUITY_G1_G4,data/canonical/VERTICAL_COLUMN_SEGMENTS_CURRENT_v1.csv,VERTICAL_COLUMN_SEGMENT,DOC_CONTINUITY_PLUS_INF_CORE_NODE_BINDING,CURRENT,ORDINARY_STRUCTURAL_MEMBER,Endpoint sections retained separately; no interpolation or cross-storey section copy.
M0G-M-COL-061,COLUMN_SEGMENT,COL-061,G2-G3,G2,G3,26,26,M0G-C-G2-26,M0G-C-G3-26,3.2000,35x50,30x50,,DOC,DOC,SECTION_CHANGE_AT_LEVEL_BOUNDARY,DOC_CONTINUITY_G1_G4,data/canonical/VERTICAL_COLUMN_SEGMENTS_CURRENT_v1.csv,VERTICAL_COLUMN_SEGMENT,DOC_CONTINUITY_PLUS_INF_CORE_NODE_BINDING,CURRENT,ORDINARY_STRUCTURAL_MEMBER,Endpoint sections retained separately; no interpolation or cross-storey section copy.
M0G-M-COL-062,COLUMN_SEGMENT,COL-062,G2-G3,G2,G3,27,27,M0G-C-G2-27,M0G-C-G3-27,3.2000,40x45,40x40,,DOC,DOC,SECTION_CHANGE_AT_LEVEL_BOUNDARY,DOC_CONTINUITY_G1_G4,data/canonical/VERTICAL_COLUMN_SEGMENTS_CURRENT_v1.csv,VERTICAL_COLUMN_SEGMENT,DOC_CONTINUITY_PLUS_INF_CORE_NODE_BINDING,CURRENT,ORDINARY_STRUCTURAL_MEMBER,Endpoint sections retained separately; no interpolation or cross-storey section copy.
M0G-M-COL-063,COLUMN_SEGMENT,COL-063,G2-G3,G2,G3,28,28,M0G-C-G2-28,M0G-C-G3-28,3.2000,40x45,40x40,,DOC,DOC,SECTION_CHANGE_AT_LEVEL_BOUNDARY,DOC_CONTINUITY_G1_G4,data/canonical/VERTICAL_COLUMN_SEGMENTS_CURRENT_v1.csv,VERTICAL_COLUMN_SEGMENT,DOC_CONTINUITY_PLUS_INF_CORE_NODE_BINDING,CURRENT,ORDINARY_STRUCTURAL_MEMBER,Endpoint sections retained separately; no interpolation or cross-storey section copy.
M0G-M-COL-064,COLUMN_SEGMENT,COL-064,G2-G3,G2,G3,29,29,M0G-C-G2-29,M0G-C-G3-29,3.2000,35x50,30x50,,DOC,DOC,SECTION_CHANGE_AT_LEVEL_BOUNDARY,DOC_CONTINUITY_G1_G4,data/canonical/VERTICAL_COLUMN_SEGMENTS_CURRENT_v1.csv,VERTICAL_COLUMN_SEGMENT,DOC_CONTINUITY_PLUS_INF_CORE_NODE_BINDING,CURRENT,ORDINARY_STRUCTURAL_MEMBER,Endpoint sections retained separately; no interpolation or cross-storey section copy.
M0G-M-COL-065,COLUMN_SEGMENT,COL-065,G2-G3,G2,G3,30,30,M0G-C-G2-30,M0G-C-G3-30,3.2000,110x30,110x30,,DOC,DOC,UNCHANGED,DOC_CONTINUITY_G1_G4,data/canonical/VERTICAL_COLUMN_SEGMENTS_CURRENT_v1.csv,VERTICAL_COLUMN_SEGMENT,DOC_CONTINUITY_PLUS_INF_CORE_NODE_BINDING,CURRENT,ORDINARY_STRUCTURAL_MEMBER,Endpoint sections retained separately; no interpolation or cross-storey section copy.
M0G-M-COL-066,COLUMN_SEGMENT,COL-066,G2-G3,G2,G3,31,31,M0G-C-G2-31,M0G-C-G3-31,3.2000,40x45,40x40,,DOC,DOC,SECTION_CHANGE_AT_LEVEL_BOUNDARY,DOC_CONTINUITY_G1_G4,data/canonical/VERTICAL_COLUMN_SEGMENTS_CURRENT_v1.csv,VERTICAL_COLUMN_SEGMENT,DOC_CONTINUITY_PLUS_INF_CORE_NODE_BINDING,CURRENT,ORDINARY_STRUCTURAL_MEMBER,Endpoint sections retained separately; no interpolation or cross-storey section copy.
M0G-M-COL-067,COLUMN_SEGMENT,COL-067,G2-G3,G2,G3,32,32,M0G-C-G2-32,M0G-C-G3-32,3.2000,45x40,40x40,,DOC,DOC,SECTION_CHANGE_AT_LEVEL_BOUNDARY,DOC_CONTINUITY_G1_G4,data/canonical/VERTICAL_COLUMN_SEGMENTS_CURRENT_v1.csv,VERTICAL_COLUMN_SEGMENT,DOC_CONTINUITY_PLUS_INF_CORE_NODE_BINDING,CURRENT,ORDINARY_STRUCTURAL_MEMBER,Endpoint sections retained separately; no interpolation or cross-storey section copy.
